51655592,2169896,1404236,1788036,1369320,3444512,1757768,3462796,1406336,1601560,1436040,2191416,0
40583573,3007240,1561780,1979772,2119080,4306980,1872988,3576620,1917632,2016528,1811216,0,2191416
41391611,1878576,1346748,1655776,1109264,2836864,1587184,2991996,1347084,1345136,0,1811216,1436040
39045472,1958868,1437668,1686744,1243892,4604920,1641860,4268360,1487428,0,1345136,2016528,1601560
49626775,2174284,1430604,1863232,1101212,3800036,1839552,3118180,0,1487428,1347084,1917632,1406336
36905192,3421304,2895368,3230304,2868788,5076384,3333848,0,3118180,4268360,2991996,3576620,3462796
40914559,1814592,1608548,1758424,1380524,3919692,0,3333848,1839552,1641860,1587184,1872988,1757768
52583555,4037092,3159864,3262820,3794016,0,3919692,5076384,3800036,4604920,2836864,4306980,3444512
51113307,1890604,1110036,1541260,0,3794016,1380524,2868788,1101212,1243892,1109264,2119080,1369320
35833619,1798504,1471104,0,1541260,3262820,1758424,3230304,1863232,1686744,1655776,1979772,1788036
40393771,1826280,0,1471104,1110036,3159864,1608548,2895368,1430604,1437668,1346748,1561780,1404236
39754672,0,1826280,1798504,1890604,4037092,1814592,3421304,2174284,1958868,1878576,3007240,2169896
0,39754672,40393771,35833619,51113307,52583555,40914559,36905192,49626775,39045472,41391611,40583573,51655592

