59198165,7832409,7716563,7635016,7495673,7542325,10636996,12099938,0
58859541,7458851,7859389,7767747,7546257,7543973,9631809,0,12099938
54687761,6164554,6458844,6227634,6447489,6383232,0,9631809,10636996
47765768,4700670,4613744,4374637,4760127,0,6383232,7543973,7542325
42292310,4017624,5322711,5067010,0,4760127,6447489,7546257,7495673
48984132,5270250,4751711,0,5067010,4374637,6227634,7767747,7635016
49233965,5136618,0,4751711,5322711,4613744,6458844,7859389,7716563
9795359,0,5136618,5270250,4017624,4700670,6164554,7458851,7832409
0,9795359,49233965,48984132,42292310,47765768,54687761,58859541,59198165

