51885363,4376932,3556720,2849280,2843104,3554896,3556296,2799976,4494608,3948352,2801020,0
52584704,3480644,2803156,2193696,2193128,2801052,2800924,2155564,3744408,3113964,0,2801020
53137895,4748768,4005156,3168500,3170876,3948800,4128012,3112144,4836260,0,3113964,3948352
51631098,5434372,4761988,4052108,4045296,4296224,4443068,3785504,0,4836260,3744408,4494608
53968875,3484828,2801948,2193016,2154848,2799880,2799696,0,3785504,3112144,2155564,2799976
52378928,4478016,3700000,2849148,2832336,3554580,0,2799696,4443068,4128012,2800924,3556296
51526500,4467644,3556576,2849416,2840768,0,3554580,2799880,4296224,3948800,2801052,3554896
59280975,3656284,2854056,2288236,0,2840768,2832336,2154848,4045296,3170876,2193128,2843104
58978872,3539572,2851080,0,2288236,2849416,2849148,2193016,4052108,3168500,2193696,2849280
54402547,4564080,0,2851080,2854056,3556576,3700000,2801948,4761988,4005156,2803156,3556720
55131349,0,4564080,3539572,3656284,4467644,4478016,3484828,5434372,4748768,3480644,4376932
0,55131349,54402547,58978872,59280975,51526500,52378928,53968875,51631098,53137895,52584704,51885363

