14079294,365066,236255,336584,191219,192299,191329,236254,236548,327615,191229,191182,0
11212965,275460,245070,347454,196117,197303,196224,245083,245441,223930,196066,0,191182
15514740,466098,245161,347514,196168,203136,196140,245115,247368,487552,0,196066,191229
14158267,374322,365028,367981,232771,253652,215890,310128,284063,0,487552,223930,327615
11971272,342446,294969,437731,245431,246637,245439,294890,0,284063,247368,245441,236548
12754468,368996,294214,437659,245111,247293,245172,0,294890,310128,245115,245083,236254
12158481,258844,245177,347576,196295,197186,0,245172,245439,215890,196140,196224,191329
11222095,247644,247464,348717,197281,0,197186,247293,246637,253652,203136,197303,192299
11784152,263120,245072,347487,0,197281,196295,245111,245431,232771,196168,196117,191219
11057665,454374,437462,0,347487,348717,347576,437659,437731,367981,347514,347454,336584
13183375,441447,0,437462,245072,247464,245177,294214,294969,365028,245161,245070,236255
12264897,0,441447,454374,263120,247644,258844,368996,342446,374322,466098,275460,365066
0,12264897,13183375,11057665,11784152,11222095,12158481,12754468,11971272,14158267,15514740,11212965,14079294

