10124327,561179,454047,453218,416821,327178,412922,471424,353385,477633,313682,451596,0
4872407,397453,466485,465501,472498,398798,480326,472749,455752,518961,382517,0,451596
3757592,264677,351775,347569,420376,790911,414601,322744,636226,355346,0,382517,313682
6974620,466369,492786,488084,460649,365120,456796,488265,405918,0,355346,518961,477633
3745742,295584,405215,400109,434718,661017,475063,366153,0,405918,636226,455752,353385
6828097,440785,475450,472584,451766,336351,450083,0,366153,488265,322744,472749,471424
4059941,336212,453249,452873,471795,436303,0,450083,475063,456796,414601,480326,412922
3755926,264359,371208,367807,411602,0,436303,336351,661017,365120,790911,398798,327178
4625352,353086,461884,459724,0,411602,471795,451766,434718,460649,420376,472498,416821
6471733,409249,465007,0,459724,367807,452873,472584,400109,488084,347569,465501,453218
6187734,402271,0,465007,461884,371208,453249,475450,405215,492786,351775,466485,454047
17396833,0,402271,409249,353086,264359,336212,440785,295584,466369,264677,397453,561179
0,17396833,6187734,6471733,4625352,3755926,4059941,6828097,3745742,6974620,3757592,4872407,10124327

